Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q4,Q5,Q4,Q90,Q90_4_TEXT,Q91,Q5,Q5_3_TEXT,Q5_9_TEXT,Q6,Q6_8_TEXT,Q7,Q8,Q8_7_TEXT,Q9,Q10,Q10_7_TEXT,Q12,Q13,Q14,Q14_8_TEXT,Q16,Q18,Q18_9_TEXT,Q19,Q19_5_TEXT,Q20,Q20_1_TEXT,Q21,Q21_5_TEXT,Q22,Q24,Q25,Q23,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q31,Q33,Q34,Q36,Q37_1,Q37_2,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q40,Q40_7_TEXT,Q41,Q42_1,Q42_2,Q42_3,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q47,Q47_8_TEXT,Q48,Q66,Q67,Q95,Q95_9_TEXT,Q102,Q102_9_TEXT,Q93_1,Q93_2,Q58,Q68,Q68_7_TEXT,Q59,Q59_7_TEXT,Q60,Q61_1,Q61_2,Q61_3,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q70,Q65_1,Q65_2,Q65_3,Q65_4,Q65_5,Q65_6,Q65_7,Q65_8,Q65_9,Q66,Q66_8_TEXT,Q71,Q67,Q84,Q84_8_TEXT,Q88,Q88_8_TEXT,Q89
100,95,TRUE,2023-05-25 22:46,0.800000012,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,513,TRUE,2023-05-25 22:59,0.100000001,Yes,Yes,25-34,Male,,No,Black,,,Full-time employment,,20000,Rented apartment/condo,,Downtown,I do not live with other people,,No,1,Dog,,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,No,,At home,,,,Yes,Keep it in an airtight box,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Sometimes,Sometimes,Sometimes,About half the time,Sometimes,About half the time,,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once,,,Cannabis,,Somewhat disagree,Neither agree nor disagree,Called a veterinary clinic or hospital,Treated at the vet/veterinary hospital,,I was confident in the veterinary or healthcare staff knowledge of the situation,,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat good,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal",,Somewhat disagree,,,,,,
100,1873,TRUE,2023-05-25 23:18,,Yes,Yes,35-44,Male,,No,White or European descent,,,Full-time employment,,130000,"Staying with someone else (family, friend)",,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice in the past six months,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy),Cocaine, crack",,"Smoking/inhalation,Injection",,No,,"At a friend's, partner's, or relative's home,At a safe injection site",,No,Somewhat concerned,Yes,"Things that I don't usually keep around the house I keep with my friends or in a private place where people don't know, okay",Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,About half the time,Sometimes,Sometimes,About half the time,About half the time,About half the time,"At the moment I'm cutting back and I'm forcing myself to quit and I don't want to spend too much money and I find myself in a place where I don't have pleasure and I don't want it anymore,",Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,I feel like I'm in the process of changing,Quite concerned,Somewhat agree,Somewhat agree,4,3,8,1,2,7,9,5,6,"I DO NOT have a prior relationship with the veterinarian of health care staff,The cost of the treatment",,Somewhat concerned,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,Be sincere about protecting privacy and be responsible for following up later issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,714,TRUE,2023-05-25 23:42,0.100000001,Yes,Yes,25-34,Prefer not to say,,No,Black,,,Full-time employment,,30000,Shelter or other community-based organization (ex. church),,Downtown,Roommate(s),,No,1,Dog,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,Yes,,No,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Sometimes,Sometimes,Sometimes,Never,About half the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Somewhat concerned,Neither agree nor disagree,Somewhat agree,2,6,1,5,4,9,7,3,8,"It is open/available at the time of the emergency,It is convenient/close by,I am confident in the veterinary or health care staff knowledge of the situation",,Moderately concerned,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Maintaining a friendly, non-judgmental demeanor,Providing assurance that accidents happen, that it was not your fault",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4880,FALSE,2023-05-25 23:47,0.899999976,Yes,Yes,18-24,Female,,No,"East Asian,White or European descent",,,"Full-time employment,Piecework/contract work,Student",,584541,Apartment/condo,,Strathcona,Roommate(s),,Children (yours or someone else's),1,Dog,,I use drugs multiple times a week,"Cannabis,Inhalants (ex. aerosol sprays, glue, gasoline)",,"Smoking/inhalation,Snorting,Injection,Oral consumption",,No,,"At a friend's, partner's, or relative's home,At a safe injection site",,Yes,Quite concerned,Yes,545,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Sometimes,Most of the time,Never,Always,Always,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1576,FALSE,2023-05-26 0:11,0.400000006,Yes,Yes,35-44,Female,,Yes,White or European descent,,,Full-time employment,,300000,Apartment/condo,,Strathcona,Other relative,,"Children (yours or someone else's),No",2,Dog,,I use drugs multiple times a week,"Cannabis,Depressants (ex. benzos, barbiturates),Inhalants (ex. aerosol sprays, glue, gasoline),Opioids",,"Smoking/inhalation,Snorting,Injection",,No,,"At home,At a friend's, partner's, or relative's home,Outside or in a public place",,Yes,Quite concerned,No,,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,428,FALSE,2023-05-26 0:19,,Yes,Yes,18-24,Male,,No,White or European descent,,,Full-time employment,,9000,House,,North Vancouver,Sibling(s),,"Dependent adult(s),No",1,Dog,,I use drugs multiple times a day,"Inhalants (ex. aerosol sprays, glue, gasoline),Steroids",,"Smoking/inhalation,Snorting,Injection",,No,,"At a friend's, partner's, or relative's home,At a safe injection site",,No,Moderately concerned,Yes,,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Always,Sometimes,About half the time,Always,About half the time,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,425,FALSE,2023-05-26 0:19,0.699999988,Yes,Yes,45-54,Female,,Prefer not to say,White or European descent,,,Full-time employment,,500000,House,,West End,Other relative,,"Children (yours or someone else's),Dependent adult(s)",1,Dog,,I have used drugs once or twice a month for the past six months,"Depressants (ex. benzos, barbiturates),Inhalants (ex. aerosol sprays, glue, gasoline),Steroids",,"Snorting,Oral consumption",,No,,"At home,Outside or in a public place,At a safe injection site",,Yes,Somewhat concerned,Yes,,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Always,Always,Never,Sometimes,About half the time,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2213,TRUE,2023-05-26 0:19,0.899999976,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,90000,House,,Downtown,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs once a week,"Cocaine, crack",,Injection,,No,,At a safe injection site,,No,Extremely concerned,Yes,I hide my medicine in a hidden place,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Most of the time,Always,Always,Most of the time,Most of the time,Always,I'm afraid of the staff at the airport security check.,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,cocaine,Extremely concerned,Neither agree nor disagree,Somewhat agree,7,9,6,1,3,2,8,4,5,I have a prior relationship with the veterinarian or healthcare staff,,Quite concerned,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Being knowledgeable about drugs and their effects",,"I am very afraid that the doctor will ask me what kind of medicine my pet has been exposed to, and how did the pet touch it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,768,TRUE,2023-05-26 0:45,0.800000012,Yes,Yes,25-34,Male,,No,Hispanic or Latin American,,,Full-time employment,,20000,Rented apartment/condo,,Downtown,Parent(s),,No,2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy)",,Oral consumption,,No,,At home,,No,,Yes,放进带锁大箱子,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,买东西的时候，服务员总是在背后骂人。,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-5 times,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy)",,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy)",,Somewhat agree,Somewhat agree,Went to a local veterinary clinic,Treated at the vet/veterinary hospital,,"It was convenient/close by,I was confident in the veterinary or healthcare staff knowledge of the situation",,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat good,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,Somewhat agree,他们没有直接把我给赶出去，帮助我把宠物给治疗好了。,,,,,
100,721,TRUE,2023-05-26 1:06,0.800000012,Yes,Yes,35-44,Female,,No,Black,,,Full-time employment,,65000,Apartment/condo,,West End,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I use drugs multiple times a week,Cannabis,,Smoking/inhalation,,No,,Outside or in a public place,,No,Extremely concerned,Yes,"I always go outside to smoke drugs, like somewhere in the park.",Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Most of the time,Always,Most of the time,Most of the time,About half the time,Always,"When I'm out in public, I worry about my drug onset.",Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,marijuana,Extremely concerned,Neither agree nor disagree,Somewhat agree,9,8,6,3,4,5,7,2,1,"I have a prior relationship with the veterinarian or healthcare staff,The cost of the treatment",,Quite concerned,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,I am worried that the doctor will report me after knowing the truth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1881,TRUE,2023-05-26 2:05,0.400000006,Yes,Yes,18-24,Male,,No,Black,,,Part-time employment,,12000,Rented apartment/condo,,Richmond,Partner/spouse,,No,1,Dog,,I use drugs multiple times a week,"Cannabis,Cocaine, crack",,"Smoking/inhalation,Injection,Oral consumption",,No,,At home,,Yes,,Yes,Don't want to answer,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Always,Always,Always,Most of the time,Always,Most of the time,no,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Quite concerned,Strongly disagree,Somewhat agree,4,6,2,8,1,5,7,3,9,"It is convenient/close by,I have a prior relationship with the veterinarian or healthcare staff",,Extremely concerned,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Maintaining a friendly, non-judgmental demeanor,Providing assurance that accidents happen, that it was not your fault",,Fear of refusing service because of drug use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1133,TRUE,2023-05-26 2:07,0.800000012,Yes,Yes,35-44,Female,,No,White or European descent,,,Full-time employment,,70000,Rented apartment/condo,,Fairview,Partner/spouse,,Children (yours or someone else's),2,"Dog,Rat/mouse",,I use drugs once a week,"Cocaine, crack",,Smoking/inhalation,,No,,Outside or in a public place,,No,Extremely concerned,Yes,I hide my medicines near the apartment so that no one else can reach them.,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Most of the time,About half the time,Most of the time,About half the time,Sometimes,Always,I'm worried my family will find out I'm taking drugs.,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,cocaine,Quite concerned,Somewhat agree,Somewhat agree,8,9,5,6,3,4,7,2,1,"I am confident in the veterinary or health care staff knowledge of the situation,The cost of the treatment",,Quite concerned,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor,Being knowledgeable about drugs and their effects",,I'm worried the vet will sue me and take away my pets because my drug use is affecting them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,644,TRUE,2023-05-26 2:32,0.899999976,Yes,Yes,18-24,Male,,Yes,Hispanic or Latin American,,,Piecework/contract work,,,House,,Downtown,Partner/spouse,,Dependent adult(s),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,"Cannabis,Cocaine, crack",,Smoking/inhalation,,Yes (please specify),,"At home,At a safe injection site",,Yes,Extremely concerned,Yes,I'll hide it in the toilet cistern.,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Most of the time,Most of the time,Always,Always,Always,Always,"I had a fight with my father about drugs, and he slapped me to sober me up, and I pushed him, and he broke a bone.",Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,heroin,Quite concerned,Somewhat agree,Strongly agree,8,2,1,5,6,3,7,9,4,"It is open/available at the time of the emergency,I have a prior relationship with the veterinarian or healthcare staff",,Quite concerned,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality",,I'm afraid I'm going to hurt my pet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,193,TRUE,2023-05-26 2:34,0.400000006,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,517,TRUE,2023-05-26 2:46,0.800000012,Yes,Yes,35-44,Male,,No,White or European descent,,,Full-time employment,,30000,House,,,I do not live with other people,,No,2,"Dog,Cat,Rabbit",,I have used drugs once or twice in the past six months,"Inhalants (ex. aerosol sprays, glue, gasoline)",,Smoking/inhalation,,No,,At home,,,,Yes,放进带锁大箱子,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,About half the time,About half the time,About half the time,About half the time,About half the time,About half the time,买东西被服务员歧视,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-5 times,"Inhalants (ex. aerosol sprays, glue, gasoline)",,"Inhalants (ex. aerosol sprays, glue, gasoline)",,Strongly agree,Strongly agree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was convenient/close by,I had a prior relationship with the veterinarian or healthcare staff",,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat good,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Maintaining a friendly, non-judgmental demeanor",,Strongly agree,医生对我的态度很好,,,,,
100,496,TRUE,2023-05-26 3:34,0.800000012,Yes,Yes,18-24,Male,,No,Hispanic or Latin American,,,Piecework/contract work,,40000,Rented apartment/condo,,Fairview,Sibling(s),,No,3,"Dog,Cat,Rabbit",,I have used drugs once or twice in the past six months,Cannabis,,Smoking/inhalation,,No,,"At a friend's, partner's, or relative's home",,No,,Yes,放进带锁大箱子,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Always,Most of the time,Always,Most of the time,Always,Always,东西不买给我,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,大麻,Extremely concerned,Somewhat agree,Somewhat agree,6,3,5,1,4,2,9,8,7,"It is open/available at the time of the emergency,It is convenient/close by",,Extremely concerned,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,怕医生不给我的宠物治病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1312,TRUE,2023-05-26 3:35,0.400000006,Yes,Yes,18-24,Male,,No,Hispanic or Latin American,,,Full-time employment,,45000,Rented apartment/condo,,West End,I do not live with other people,,No,1,Dog,,I use drugs once a week,"Cocaine, crack",,Smoking/inhalation,,No,,At home,,,,Yes,I keep my medication high up so pets don't get to it.,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Most of the time,Always,Most of the time,About half the time,Sometimes,Always,Worrying about my cold blood test revealing my drug history.,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,cocaine,Extremely concerned,Somewhat agree,Strongly disagree,8,9,6,4,5,3,7,2,1,The cost of the treatment,,Quite concerned,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,"I am worried that my drug use will be exposed because of pet treatment, but I don't want my pet to suffer without treatment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1069,TRUE,2023-05-26 3:40,0.400000006,Yes,Yes,25-34,Male,,No,Black,,,Piecework/contract work,,70000,Rented apartment/condo,,Downtown,I do not live with other people,,No,1,Dog,,I have used drugs once or twice a month for the past six months,"Inhalants (ex. aerosol sprays, glue, gasoline)",,Smoking/inhalation,,No,,At home,,,,Yes,"Keep it in a hidden place
",Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Sometimes,Sometimes,About half the time,About half the time,Most of the time,Sometimes,When I met my new neighbor he found out about my drug use and he started to resist me,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,heroin,Quite concerned,Strongly agree,Somewhat agree,3,5,9,1,6,7,2,4,8,I DO NOT have a prior relationship with the veterinarian of health care staff,,Quite concerned,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,That I was on drugs and couldn't take care of my pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3876,TRUE,2023-05-26 5:22,0.400000006,Yes,Yes,35-44,Male,,No,Black,,,Full-time employment,,45000,"Staying with someone else (family, friend)",,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,,"Cannabis,Opioids",,"Smoking/inhalation,Injection",,Yes (please specify),,"At home,At a safe injection site",,No,Extremely concerned,Yes,"Try to hide it, out of sight of the family",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,   And there's no shame in it,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once,,,Opioids,,Somewhat disagree,Somewhat disagree,Called a veterinary clinic or hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Extremely bad,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Discussing patient-vet confidentiality",,Somewhat agree,,,,,,
